name,description,platforms,technique_id,technique_name
PowerShell ISE with WordPad Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
PowerShell ISE with WordPad Ancestry,Detects execution of the PowerShell ISE script interpreter where an ancestral process is unusual or suspicious. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.001,Command and Scripting Interpreter: PowerShell
Service Security Descriptor Persistence SCManager,Detects usage of the sc.exe utility to set the security descriptors of scmanager. Attackers can use this during post-compromise to set the DACL permissions for the scmanager binary which can be used for persistence.,windows,T1059,Command and Scripting Interpreter
Service Security Descriptor Persistence SCManager,Detects usage of the sc.exe utility to set the security descriptors of scmanager. Attackers can use this during post-compromise to set the DACL permissions for the scmanager binary which can be used for persistence.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Service Security Descriptor Persistence SCManager,Detects usage of the sc.exe utility to set the security descriptors of scmanager. Attackers can use this during post-compromise to set the DACL permissions for the scmanager binary which can be used for persistence.,windows,T1574,Hijack Execution Flow
Service Security Descriptor Persistence SCManager,Detects usage of the sc.exe utility to set the security descriptors of scmanager. Attackers can use this during post-compromise to set the DACL permissions for the scmanager binary which can be used for persistence.,windows,T1574.010,Hijack Execution Flow: Services File Permissions Weakness
Ilasm DLL Compilation,Detects the use of the .NET tool ilasm.exe to compile a DLL. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1027,Obfuscated Files or Information
Ilasm DLL Compilation,Detects the use of the .NET tool ilasm.exe to compile a DLL. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1027.004,Obfuscated Files or Information: Compile After Delivery
Ilasm DLL Compilation,Detects the use of the .NET tool ilasm.exe to compile a DLL. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1127,Trusted Developer Utilities Proxy Execution
Ilasm DLL Compilation,Detects the use of the .NET tool ilasm.exe to compile a DLL. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1059,Command and Scripting Interpreter
Ilasm DLL Compilation,Detects the use of the .NET tool ilasm.exe to compile a DLL. This is a known living off the land attacker technique for compiling code. It can also be used by .NET developers in your environment.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Project Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Project which may be a sign of attack activity.,windows,T1008,Fallback Channels
Project Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Project which may be a sign of attack activity.,windows,T1204,User Execution
Project Spawned Connection to Port 80,Detects the connection to port 80 by a descendent process of Project which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
Lync Spawned Process Creating SYS Files,Detects the creation of SYS files by Lync or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Lync Spawned Process Creating SYS Files,Detects the creation of SYS files by Lync or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
DE_ZOHO_ManageEngine,Detection on the usage/installation of ZOHO's manage engine.,windows,,
Runas User Restriction Bypass,Detects the use of vulnerability CVE-2019-14287 to bypass runas restrictions from a sufficiently privileged user.,linux,T1562,Impair Defenses
Runas User Restriction Bypass,Detects the use of vulnerability CVE-2019-14287 to bypass runas restrictions from a sufficiently privileged user.,linux,T1562.001,Impair Defenses: Disable or Modify Tools
Runas User Restriction Bypass,Detects the use of vulnerability CVE-2019-14287 to bypass runas restrictions from a sufficiently privileged user.,linux,T1059,Command and Scripting Interpreter
Runas User Restriction Bypass,Detects the use of vulnerability CVE-2019-14287 to bypass runas restrictions from a sufficiently privileged user.,linux,T1059.004,Command and Scripting Interpreter: Unix Shell
Imewdbld File Download,"Detects the potential use of imewdbld.exe to download data, which is a known living off the land attacker technique.",windows,T1059,Command and Scripting Interpreter
Imewdbld File Download,"Detects the potential use of imewdbld.exe to download data, which is a known living off the land attacker technique.",windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Imewdbld File Download,"Detects the potential use of imewdbld.exe to download data, which is a known living off the land attacker technique.",windows,T1105,Ingress Tool Transfer
Microsoft Publisher Spawned Rundll32,Detects the execution of rundll32.exe as a descendent process of Microsoft Publisher which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Microsoft Publisher Spawned Rundll32,Detects the execution of rundll32.exe as a descendent process of Microsoft Publisher which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
DE_RAS_SupremoDesktop_Usage,Detection on the execution and usage of the Supremo remote desktop software suite.,windows,,
Word Spawned Process Creating BAT Files,Detects the creation of BAT files by Word or a descendent process which may be a sign of attack activity.,windows,T1059,Command and Scripting Interpreter
Word Spawned Process Creating BAT Files,Detects the creation of BAT files by Word or a descendent process which may be a sign of attack activity.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
Word Spawned Process Creating BAT Files,Detects the creation of BAT files by Word or a descendent process which may be a sign of attack activity.,windows,T1204,User Execution
Word Spawned Process Creating BAT Files,Detects the creation of BAT files by Word or a descendent process which may be a sign of attack activity.,windows,T1204.002,User Execution Mitigation: Malicious File
CMD with Project Ancestry,Detects execution of the command prompt where an ancestral process is Project. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059,Command and Scripting Interpreter
CMD with Project Ancestry,Detects execution of the command prompt where an ancestral process is Project. This can be a sign of attacker activity but should be tuned for known scripts or internal processes.,windows,T1059.003,Command and Scripting Interpreter: Windows Command Shell
System.Management.Automation Command Line Up Arrow,Detects execution of a process that has loaded the System.Management.Automation dll which contains the PowerShell class. This process used arguments containing the ^ that can be used to obfuscate malicious code.,windows,T1059,Command and Scripting Interpreter
